action	imageStyle	message	startTime	endTime	room	roomId	mapId	sessionTimeID	title	abb	description	id
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 2:30 PM	3:30 PM	MGM, Level 1, Grand Ballroom 124	2008	0	11221	Rendering Wonder Woman with Amazon EC2 for Windows Server and Thinkbox Deadline	WIN203 -	Learn how our customer Buddha Jones studio used Amazon EC2 for Windows Server for rendering Wonder Woman. In this session, we discuss how to architect a Windows solution using Deadline to allow the freedom to easily access any combination of on-premises or cloud-based compute resources. Also, learn how to set up a hybrid Windows file system and storage for best performance and cost efficiency. With flexible third-party licensing options, customers using AWS resources can purchase software licenses from the Thinkbox marketplace, deploy existing licenses, or leverage a combination of the two.	16424
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 11:30 AM	12:30 PM	MGM, Level 3, Premiere 305	2002	0	11235	Ensuring Your Windows Workloads are Well Architected	WIN313 -	AWS recently introduced the overlay documents for the Well-Architected Framework. In this session, discover the key principles attached with the release of the Windows overlay document of the Well-Architected Framework. We discuss the key tenets behind this paper, the reference architectures, and have an overview of the best practices described with this paper.  Our Windows experts answer all your questions related to Windows workloads and how to architect your solution really well.	16412
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 1:00 PM	2:00 PM	MGM, Level 1, Grand Ballroom 124	2008	0	11219	The Gronk Effect: Efficiently Handling Huge Spikes in Traffic Using Predictive Analytics at DraftKings	WIN202 -	DraftKings is the largest Daily Fantasy Sports platform on which millions of users compete in 11 different fantasy sports for a chance to win real money. The traffic on the DraftKings website and native apps is highly volatile and directly correlates with the interest in sporting events, with scoring events in those games frequently driving a five-fold spike in traffic on a minute-to-minute basis. In this session, you learn how DraftKings runs a highly elastic server farm and scales its Windows-based infrastructure using a combination of AWS Lambda, Amazon CloudWatch, Auto Scaling groups, and predictive analysis techniques.	15938
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 3:15 PM	5:45 PM	MGM, Level 1, Grand Ballroom 115	2014	0	11228	Building a Better .NET Bot with AWS Services	WIN205 -	With the recent introduction of AWS Tools for Visual Studio Team Services, .NET developers have more ways than ever to easily use AWS services for their .NET applications. In this workshop, we run through building a .NET chatbot as we take advantage of AWS Lambda and Amazon Lex. The best part? You can build and deploy the chatbot directly to AWS without ever leaving Visual Studio.	14093
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 3:15 PM	4:15 PM	MGM, Level 1, Grand Ballroom 122	2007	0	11225	Extending VSTS Build/Release Pipelines to AWS	WIN402 -	The new AWS Tools for Visual Studio Team Services (VSTS) provide integration into many popular AWS services, such as Amazon S3, AWS Elastic Beanstalk, AWS CodeDeploy, AWS Lambda, and more. These tools provide customers with a set of tasks they can include in build and release definitions in VSTS and on-premises TFS instances to work with AWS services. In this session, we show how you can use the new AWS Tools for VSTS in new and existing VSTS build/release pipelines to interoperate with many AWS resources. We demonstrate how you can use the build tasks in the new extensions to easily work with content in Amazon S3 buckets, perform deployments to AWS Elastic Beanstalk environments, and deploy .NET Core functions and serverless applications to AWS Lambda, all from within the familiar VSTS project console.	14079
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 7:00 PM	8:00 PM	Aria, Level 1, Pinyon 2	2032	0	10221	Migrating Your Traditional Data Warehouse to a Modern Data Lake	ABD327 -	In this session, we discuss the latest features of Amazon Redshift and Redshift Spectrum, and take a deep dive into its architecture and inner workings. We share many of the recent availability, performance, and management enhancements and how they improve your end user experience. You also hear from 21st Century Fox, who presents a case study of their fast migration from an on-premises data warehouse to Amazon Redshift. Learn how they are expanding their data warehouse to a data lake that encompasses multiple data sources and data formats. This architecture helps them tie together siloed business units and get actionable 360-degree insights across their consumer base.	16099
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 1:45 PM	2:45 PM	Venetian, Level 4, Marcello 4405	1985	0	10377	Getting Started with Amazon Aurora	DAT202 -	Amazon Aurora services are MySQL and PostgreSQL -compatible relational database engines with the speed, reliability, and availability of high-end commercial databases at one-tenth the cost. This session introduces you to Amazon Aurora, explores the capabilities and features of Aurora, explains common use cases, and helps you get started with Aurora.	14163
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 5:30 PM	6:30 PM	Venetian, Level 4, Lando 4205	1984	0	10431	Monitoring Modern Applications:  Introduction to AWS X-Ray	DEV204 -	Analyzing and debugging production distributed applications built using a service oriented, microservices, or serverless architectures is a challenging task. In this session, we introduce AWS X-Ray, an AWS service that makes it easier to identify performance bottlenecks and errors, pinpoint issues to specific services in your application, identify the impact of issues on application users, and visualize the service call graph and the request timelines for your applications. We will also showcase a customer, Chick-fil-A and how they have adopted AWS X-Ray to play a role throughout the microservice lifecycle in order to ensure quality, transparency, and operational visibility for their services on AWS	14973
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 1:45 PM	2:45 PM	Venetian, Level 5, Palazzo P	1988	0	10596	DNS Demystified: Global Traffic Management with Amazon Route 53	NET302 -	In this mid-level architecture session, we cover everything you need to get started with Amazon Route 53, AWS's highly available DNS service. Learn how to use public DNS, including routing techniques such as weighted round-robin, latency-based routing, and geo DNS. Learn also how to configure DNS failover using health checks, how and when to use private DNS within your VPC, and how Amazon Route 53 interacts with Amazon EC2's DNS for instance naming and DNS resolution across your network. We also walk through how to use Traffic Flow to manager traffic to your applications' globally distributed endpoints to optimize for constraints such as endpoint load, the health of your resources, geographic restrictions, and internet latency.	14219
		Session enrollment has not yet begun.<br /><br />Session Time Full	Tuesday, Nov 28, 9:00 AM	5:00 PM	Mirage, Events Center C3	2145	0	11656	Hi Alexa, Where is the Closest Bathroom? (Tuesday)	BCP32 -	This full-day, intermediate-level bootcamp walks you through the essentials of building an Alexa skill, developing AWS Lambda functions, and enriching the Alexa skill with Amazon Artificial Intelligence & Machine Learning. Customers who have a basic understanding of Alexa, Artificial Intelligence & Machine Learning, and Python should join this bootcamp to learn how to develop new tools to improve their interactions with their own customers.	17612
		Session enrollment has not yet begun.<br /><br />Session Time Full	Wednesday, Nov 29, 9:00 AM	5:00 PM	Mirage, Bermuda A	2150	0	11664	Text Mining and Sentiment Analysis (Wednesday)	BCP40 -	This full-day, advanced-level bootcamp teaches you how to design, build, and implement text-mining applications to analyze and visualize real-world consumer sentiments using AWS services and tools such as R. The bootcamp includes topics such as ingesting data from Twitter feeds in real time; analyzing the data using text-mining techniques provided by R; storing and interactively querying the data on AWS using services such as Amazon S3, Amazon Redshift, Amazon Athena, Amazon Elasticsearch Service (ES), and Amazon Kinesis Firehose; and visualizing the data using RStudio and Amazon QuickSight.	17605
		Session enrollment has not yet begun.<br /><br />Session Time Full	Monday, Nov 27, 8:00 AM	12:00 PM	Mirage, Grand Ballroom E	2142	0	11637	AWS Certification Exam Readiness: SysOps Administrator – Associate (Monday AM)	BCP13 -	The AWS Certifed SysOps Administrator – Associate exam validates technical expertise in deployment, management, security, and operations on the AWS platform. Join this half-day, intermediate-level bootcamp to learn how to prepare for the exam by exploring the exam’s topic areas and how they map to SysOps on AWS and to specific areas to study. The bootcamp reviews sample exam questions in each topic area and teaches you how to interpret the concepts being tested so that you can more easily eliminate incorrect responses. Attendees also receive a voucher for a free online practice exam.	17631
		Session enrollment has not yet begun.<br /><br />Session Time Full	Monday, Nov 27, 8:00 AM	12:00 PM	Mirage, St. Croix B	2147	0	11644	AWS Well-Architected Framework (Monday AM)	BCP20 -	This is a half-day, advanced-level bootcamp that describes the benefits of the AWS Well-Architected Framework, which enables customers to review and improve their cloud architectures and better understand the business impact of their design decisions. It addresses general design principles, best practices, and guidance in five pillars of the Well-Architected Framework.	17624
		Session enrollment has not yet begun.<br /><br />Session Time Full	Wednesday, Nov 29, 9:00 AM	5:00 PM	Mirage, Grand Ballroom G	2148	0	11651	Building Serverless Compliance-as-Code (Wednesday)	BCP27 -	Compliance-as-code is the concept of automating the evaluation of recorded configurations against desired configurations, from a security and well-architected perspective. Building Serverless Compliance-as-Code is a full-day, advanced-level bootcamp designed to teach you how to use, read, and write compliance-as-code to keep an AWS environment secure and optimized. Following hands-on practice, the day will conclude with a tournament. The goal is to build innovative compliance-as-code to be made available to millions of AWS customers on the AWS public Github.	17617
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 7:00 AM	8:00 AM	Venetian, Level 2, Titian 2204	1991	0	10324	Deep Dive on Amazon EC2 Instances, Featuring Performance Optimization Best Practices	CMP301 -	Amazon EC2 provides a broad selection of instance types to accommodate a diverse mix of workloads. In this session, we provide an overview of the Amazon EC2 instance platform, key platform features, and the concept of instance generations. We dive into the current generation design choices of the different instance families, including the General Purpose, Compute Optimized, Storage Optimized, Memory Optimized, and GPU instance families. We also detail best practices and share performance tips for getting the most out of your Amazon EC2 instances.	14601
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 5:30 PM	6:30 PM	Aria, Level 3, Ironwood 5	2031	0	11406	State Machines in the Wild!  How Customers use AWS Step Functions	SRV306 -	AWS Step Functions makes it easy to coordinate AWS Lambda functions, run business workflows, and automate operations using state machines. The product has been live in the field for a year now, and it’s time to learn from what people are doing with it. In this session, we’ll present a series of innovative, high-impact, and just plain crazy applications of state machines from all sorts of customers. Guest-star Coca-Cola will show how they used Step Functions to support vending loyalty programs and product nutrition syndication. Managing application state is a central problem of building the serverless apps of the future; learn how Step Functions does it simply and scalably. Warning: there will be code!	14207
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 2:30 PM	3:30 PM	Venetian, Level 3, Lido 3006	1941	0	10151	Scaling Reservoir Simulation in the Cloud	EUT301 -	"With increasing competition and shrinking budgets across the industry, Oil and Gas companies around the world are looking to optimize their oil well production, knowing that even single-digit efficiency gains could have a financial impact in the range of hundreds of millions of dollars. To do so, complex reservoir models and other compute-intensive simulations need to be run on the fly, requiring more compute and storage resources than ever before.
 			
 			In this session, you will learn how customers are running complex reservoir simulations in a scalable and cost-effective way. We will share reference architectures and provide best practices and considerations for instance and storage selection to optimize performance and minimize cost for the most demanding HPC workloads."	14598
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 5:30 PM	6:30 PM	MGM, Level 3, Premiere 303	2000	0	12465	GPS: Thinking Microservices as Workflows: AWS Lambda and AWS Step Functions	GPSCT305 -	Participate in an interactive discussion panel on application design patterns to build microservices architecture from queues to state machines.	15546
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 1:00 PM	2:00 PM	MGM, Level 3, Premiere 305	2002	0	10818	GPS: Industry 4.0 and Operating at the Edge with AWS Greengrass	GPSCT404 -	The hardware used in many IoT applications is often a mix of legacy and modern components. Modern devices integrate directly with cloud services, but what about legacy devices? Industry 4.0 solutions can involve OPC UA, Modbus, and BACnet just to name a few. Other vertical solutions require AMQP, CoAP, and more. In this talk, we showcase how customers and partners bridged these protocols to the cloud with AWS Greengrass and patterns for adding new protocols to Greengrass deployments. Join a discussion on the protocols, services, and hardware that you want connecting the cloud as we whiteboard architectures that can quickly get you there.	15558
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 1:00 PM	2:00 PM	MGM, Level 3, Premiere 303	2000	0	10811	GPS: Securing Applications and Services in a Containerized World	GPSCT313 -	In this session, we focus on enabling better security for applications and services developed around container and serverless technologies. We discuss using various AWS services (Amazon API Gateway, Elastic Load Balancing, AWS WAF, AWS Shield, AWS X-Ray, AWS Identity and Access Management) throughout the stack. Through the use of examples and demonstrations focused on Amazon EC2 Container Service (Amazon ECS), AWS Lambda, and API Gateway, you learn how to achieve security when using modern container and serverless architectures.	15553
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 4:00 PM	6:30 PM	MGM, Level 3, Premiere Ballroom 318	2016	0	10868	GPS: Accelerating Your Portfolio Migration to AWS Using AWS Migration Hub	GPSWKS409 -	AWS and AWS Partners offer a variety of tools and services to help customers accelerate the migration of their existing portfolios to AWS. In this session, learn how to leverage AWS Migration Hub to understand your IT portfolio, and view and track the progress of application migrations. In addition, learn how to collect and view data about on-premises resources, group those resources into applications, and monitor progress as applications are migrated to AWS. To get the most out of this session, you will need to bring a laptop for the lab and have registered for a QwikLabs account.	15178
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 1:45 PM	2:45 PM	MGM, Level 1, Grand Ballroom 119	2009	0	10832	GPS: SAP HANA HA on AWS: Preventing Production Facepalms	GPSTEC312 -	AWS provides a suite of services and tools to deploy business-critical SAP HANA workloads on the AWS Cloud. In this session, we discuss how you can use AWS services, native SAP HANA high availability (HA) tools, and third-party software to achieve HA for SAP HANA systems on the AWS Cloud. We review multiple options that use different AWS features, Availability Zones, and global regions, and discuss the pros, cons, and related costs of each option.	15135
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 11:30 AM	12:30 PM	Venetian, Level 4, Delfino 4005	1982	0	10600	Elastic Load Balancing Deep Dive and Best Practices	NET402 -	Elastic Load Balancing automatically distributes incoming application traffic across multiple Amazon EC2 instances for fault tolerance and load distribution. In this session, we go into detail about Elastic Load Balancing configuration and day-to-day management, and also its use with Auto Scaling. We explain how to make decisions about the service and share best practices and useful tips for success.	14214
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 4:00 PM	5:00 PM	Venetian, Level 2, Titian 2204	1991	0	10487	An Architecture for Trade Capture and Regulatory Reporting	FSV302 -	For many securities organizations, post-trade processing is expensive, cumbersome, and time-consuming. This is in part due to the massive volumes of data required for processing a trade and the limited agility of the technology on which many organizations rely today. In order to create efficiencies and move faster, many financial services organizations are working with AWS to implement post-trade solutions built with AWS storage services (Amazon S3 and Amazon Glacier) and big data capabilities (Amazon Athena, Amazon EMR, Amazon Redshift, and Amazon QuickSight ). In this session, we walk through a trade capture and regulatory reporting solution that uses the aforementioned AWS services. We also provide guidance around obtaining data-driven insights (from pixels to pictures); bolstering encryption with AWS KMS; and maintaining transparency and control with Amazon CloudWatch and Amazon CloudTrail (which also helps meet SEC Rule 613 that requires the creation of comprehensive consolidated audit trails).	14480
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 3:15 PM	4:15 PM	Venetian, Level 2, Venetian F	1990	0	10499	Designing for the Future: Building a Flexible Event-based Analytics Architecture for Games	GAM401 -	The pace of technology innovation is relentless, especially at AWS. Designing and building new system architectures is a balancing act between using established, production-ready technologies while maintaining the ability to evolve and take advantage of new features and innovations as they become available.  In this session, learn how Amazon Game Studios built a flexible analytics pipeline on AWS for their team battle sport game, Breakaway, that provided value on day one, but was built with the future in mind. We will discuss the challenges we faced and the solution we built for ingesting, storing and analyzing gameplay telemetry and dive deep into the technical architecture using AWS many services including Amazon Kinesis, Amazon S3, and Amazon Redshift.  This session will focus on game analytics as a specific use case, but will emphasize an overarching focus on designing an architectural flexibility that is relevant to any system.	14478
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 12:15 PM	1:15 PM	Venetian, Level 1, Casanova 507	1960	0	11097	Serverless Media Functions	MAE306 -	Serverless technologies make it possible to deconstruct a media workflow into individual parts and customize each component in the workflow. In this open roundtable, we look at how a media workflow can be implemented using serverless technologies. We walk through a solution that uses AWS Step Functions and classic lambda functions, which break the workflow into individual steps, each of which performs a discrete function and makes it easier to customize or extend the architecture for your specific needs. We also discuss building robustness in your serverless workflow and state management. Come and join a discussion with AWS Media and Entertainment solutions architects.	15678
		Session enrollment has not yet begun.<br />	Monday, Nov 27, 2:30 PM	3:30 PM	Venetian, Level 4, Delfino 4005	1982	0	10585	Media & Entertainment State of the Union	MAE201 -	AWS Cloud adoption is rapidly taking hold within critical aspects of media business processes. New media and other early adopters have been using the cloud for basic transcoding and streaming for several years. But we have seen a significant increase in media workload adoption across more business-critical and complex workloads in content creation, media supply chain management, and content distribution (e.g., broadcast channel playout, publishing, and OTT). This session includes customer panelists from the visual effects, supply chain, and broadcast industries who now see AWS as the new ”normal” for implementing scalable, performant, and cost-effective media workloads. Hear from top leaders in the Media & Entertainment space about their challenges and lessons learned when migrating core media workloads to the cloud.	14512
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 5:30 PM	6:30 PM	Aria, Level 3, Starvine 9	2024	0	11081	Building an Intelligent Multi-Modal User Agent with Voice, Natural Language Understanding, and Facial Animation	MCL403 -	We are all expected to interface with an exploding number of information sources and tools to perform our daily tasks.  This Chalk Talk introduces how to architect an intelligent agent that aims to help augment our ability to complete these tasks more quickly and with less effort, by allowing for delegation to a conversational user agent.  To build this intelligent agent, we combine several powerful AI services and other offerings from AWS, like Amazon Polly, Amazon Lex, Amazon Rekognition, and Amazon ElastiCache, and other open source technologies like Blender, Apache MXNet, and CLIPS.  We discuss the project’s architecture, implementation, and progress.  We address how you integrate many diverse services (including AI and non-AI) quickly and easily with resulting high performance, and how to implement intelligent dialogue in a user agent.	14233
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 12:15 PM	2:45 PM	Aria, Level 3, Starvine 4	2037	0	12312	Building a Virtual Assistant with Amazon Polly and Amazon Lex: Pollexy	MCL331 -	Technology advances have enabled people with disabilities to communicate more meaningfully and participate more fully in their daily lives. In this session, we discuss the many challenges for those with special needs and how AWS voice technologies empower this population. In this workshop, participants learn how to build Pollexy (Polly + Lex), a Raspberry Pi, and a mobile-based special needs verbal assistant that lets caretakers schedule audio task prompts and messages both on a recurring schedule and on-demand.	14000
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 4:45 PM	5:45 PM	Venetian, Level 5, Palazzo L	1986	0	10690	Deep Dive on Amazon Elastic File System (Amazon EFS)	STG307 -	In this session, we explore the world’s first cloud-scale file system and its targeted use cases. Learn about Amazon EFS features and benefits, how to identify applications that are appropriate for use with Amazon EFS, and details about its performance and security models. The target audience is security administrators, application developers, and applications owners who operate or build file-based applications.	14574
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 1:45 PM	2:45 PM	Venetian, Level 5, Palazzo P	1988	0	11448	Deep Dive on Amazon Glacier	STG303 -	Learn how to build an archive in Amazon Glacier, which provides cost-effective retention and compliance options and exciting new features.	14562
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 3:15 PM	4:15 PM	Venetian, Level 4, Delfino 4002	1981	0	10949	Monitoring Performance of Enterprise Applications on AWS: Understanding the Dynamic Nature of Cloud Computing	ARC207 -	"Applications running in a typical data center are static entities. But applications aren't static in the cloud. Dynamic scaling and resource allocation is the norm on AWS. Technologies such as Amazon EC2, AWS Lambda, and Auto Scaling provide flexibility in building dynamic applications and with this flexibility comes an opportunity to learn how an enterprise application functions optimally. 
 
 New Relic helps manage these applications without sacrificing simplicity. 
 
 In this session, we discuss changes in monitoring dynamic cloud resources. We'll share best practices we’ve learned working with New Relic customers on managing applications running in this environment to understand and optimize how they are performing.
 
 Session sponsored by New Relic"	15642
		Session enrollment has not yet begun.<br />	Thursday, Nov 30, 11:30 AM	12:30 PM	Aria, Level 3, Ironwood 5	2031	0	11555	How to Confidently Unleash Data to Meet the Needs of Your Entire Organization	ABD222 -	"Where are you on the spectrum of IT leaders? Are you confident that you’re providing the technology and solutions that consistently meet or exceed the needs of your internal customers? Do your peers at the executive table see you as an innovative technology leader? Innovative IT leaders understand the value of getting data and analytics directly into the hands of decision makers, and into their own. In this session, Daren Thayne, Domo’s Chief Technology Officer, shares how innovative IT leaders are helping drive a culture change at their organizations. See how transformative it can be to have real-time access to all of the data that' is relevant to YOUR job (including a complete view of your entire AWS environment), as well as understand how it can help you lead the way in applying that same pattern throughout your entire company.
 
  
 
 Session sponsored by Domo"	17496
		Session enrollment has not yet begun.<br /><br />Session Time Full	Thursday, Nov 30, 12:25 PM	12:40 PM	Venetian, Level 1, Expo Hall Kumo Theater	2100	0	11393	AI Under Your Skin	DEM36 -	"The healthcare industry is deeply rooted in innovation. Data, technologies, and artificial intelligence (AI) algorithms create breakthrough products that diagnose, treat, and prevent disease. However, the rate at which AI can improve healthcare depends on how quickly the industry and healthcare leaders embrace it. Innovating with artificial intelligence marries art and science; and requires care and persistence throughout the change cycle. In this session, learn how NVIDIA and the power of the cloud are enabling AI leaders to translate innovation into value within the healthcare ecosystem.
 
 Session sponsored by NVIDIA"	16311
		Session enrollment has not yet begun.<br /><br />Session Time Full	Tuesday, Nov 28, 12:00 PM	12:15 PM	Venetian, Level 1, Expo Hall Day 1 Theater	2101	0	11343	Nutanix Calm: Hybrid Architecture Monitoring and Orchestration	DEM58 -	"Join us as we talk about Nutanix's new product, Nutanix Calm. Learn how it gives you end-to-end visibility into your hybrid architecture, ensures that security and corporate policies follow applications into the cloud, and captures all the relevant audit and activity logs of an application. Finally get answers to the all-important questions, ""What's running? Why is it running? What depends on this?"", all from a single pane of glass.
 
  
 
 Session sponsored by Nutanix"	17263
		Session enrollment has not yet begun.<br /><br />Session Time Full	Thursday, Nov 30, 3:20 PM	3:35 PM	Venetian, Level 1, Expo Hall Kumo Theater	2100	0	11398	Deploy NGINX Plus on AWS: Automatic Scaling Quick Start and Other Solutions	DEM39 -	"Over the past year and a half, NGINX has released two production-ready AWS Quick Start turn-key deployments for integrating NGINX Plus with various AWS infrastructure components. Earlier this year, we released our latest Quick Start: a completely integrated automatic scaling solution with service discovery to support AWS application scaling with NGINX Plus. NGINX has various touch points throughout AWS, including integration with Application Load Balancers, Classic Load Balancers, and other load balancing products, to help support seamless application migrations. Bring your scale and migration questions and join Damian Curry, a Solution Engineer at NGINX, as he demonstrates NGINX Plus solutions and integration points on AWS.
 
 Session sponsored by NGINX"	16479
		Session enrollment has not yet begun.<br /><br />Session Time Full	Thursday, Nov 30, 2:55 PM	3:10 PM	Venetian, Level 1, Expo Hall Day 1 Theater	2101	0	11553	Avoiding Common Pitfalls When Building Terabytes-Scale ELK Stack	DEM62 -	"In this session, we share tips for building a highly scalable ELK stack. While it's easy to set up an ELK stack, when you build one above a certain scale, there are a few pitfalls that should be avoided at all cost. At Logz.io, we have years of experience scaling the ELK stack, and in this session, we share our key insights. We cover key requirements for an ELK stack, discuss suggested architecture, and provide tips for scaling the ELK stack to terabytes of data.
 
 Session sponsored by Logz.io, Inc."	17600
		Session enrollment has not yet begun.<br /><br />Session Time Full	Tuesday, Nov 28, 5:55 PM	6:25 PM	Venetian, Level 1, Expo Hall Day 1 Theater	2101	0	11351	Protecting Your Data Effectively in a Hybrid Cloud World	DEM44 -	"For most companies with on-premises technology, operating in a hybrid architecture is a necessary part of cloud adoption. How do you protect your data effectively across both? Join Rubrik as we demonstrate how our next generation platform helps simplify data protection while scaling to protect data; no matter if it sits on-premises or in the cloud. By the end of this session, you learn how Rubrik provides near instant recovery of all your data and uniquely protects your data on-premises or in the cloud. We also discuss how leveraging the cloud in an on-premises environment is a cost-effective disaster recovery solution.
 
 Session sponsored by Rubrik"	16722
		Session enrollment has not yet begun.<br /><br />Session Time Full	Tuesday, Nov 28, 2:30 PM	2:45 PM	Venetian, Level 1, Expo Hall Day 1 Theater	2101	0	11348	Protect Your Hybrid Assets with CloudBerry and AWS	DEM20 -	"In this session, learn about CloudBerry’s powerful and easy-to-use backup and disaster recovery solution that runs on Amazon EC2 and Amazon S3. If you are an administrator, director, or MSP, you can learn how to easily and efficiently protect one of your most important assets: your data.
 
 Session sponsored by Cloudberry Lab"	15560
		Session enrollment has not yet begun.<br /><br />Session Time Full	Tuesday, Nov 28, 6:35 PM	6:50 PM	Venetian, Level 1, Expo Hall Day 1 Theater	2101	0	11352	Leverage Amazon Lex for Custom Business Apps in Minutes!	DEM30 -	"Do you develop business applications on AWS? Do your users require voice interactions in their business apps ASAP? Is diving into Amazon Lex on your to-do list? If so, you need to attend this session! In this hands-on workshop, we walk through how to use Amazon Lex to create conversational interfaces that interact with users and enterprise AWS data repositories using a drag-and-drop app composer. We build a real-world enterprise app during this session that fully leverages Amazon Lex and data, with a beautiful, mobile UI in minutes! Learn from an engineer who has developed product integrations with Amazon Lex, Amazon Polly, Amazon Machine Learning, and many other AWS services using Skuid. You walk away with a greater understanding about the use of chatbots, intents, and chaining, slots, multi-turn conversations, error handling, AWS Lambda, and deployments, and so on in the context of creating a real business application with an exceptional user interface. You walk away with the knowledge you need to begin leveraging Amazon Lex within custom business apps.
 
 Session sponsored by Skuid, Inc."	15781
		Session enrollment has not yet begun.<br />	Wednesday, Nov 29, 11:30 AM	12:30 PM	MGM, Level 1, Grand Ballroom 111	2005	0	11614	Transform Your Business with VMware Cloud on AWS, an Integrated Hybrid Approach	ENT205 -	"With VMware Cloud on AWS, not only can you consume VMware products on AWS, but you can also leverage AWS native services from virtual machines running within VMware Cloud on AWS. In this session, learn about the integrations we are preparing and how you can leverage the best of both VMware and AWS for your environment.
 
 Session sponsored by VMware"	15700
		Session enrollment has not yet begun.<br /><br />Session Time Full	Thursday, Nov 30, 1:40 PM	1:55 PM	Venetian, Level 1, Expo Hall Kumo Theater	2100	0	11396	Moving Fast on AWS and Getting It Right Every Time	DEM19 -	"Cloud Ops teams that must comply with external regulations and internal policies governing cloud infrastructure can increase velocity and mitigate risk with policy-as-code and automation. In this session, Alex Schoof, Product Director at Fugue, explores approaches for implementing policy validations, automating continuous compliance enforcement, and visualizing infrastructure dependencies. These approaches greatly reduce risks resulting from human error, misconfiguration exposure, and bad actors while radically improving innovation velocity and speed to mission.
 
 Session sponsored by Fugue, Inc."	15382
		Session enrollment has not yet begun.<br /><br />Session Time Full	Thursday, Nov 30, 2:05 PM	2:20 PM	Venetian, Level 1, Expo Hall Kumo Theater	2100	0	11397	Confidence, Clarity, and Control:  How to Achieve a 30% Reduction in AWS Cloud Migration Timelines	DEM59 -	"Want a flawless customer experience when migrating from on-premises to AWS? It requires critical insights into application performance across devices, platforms, operating systems, customer segments, containers, microservices and geographies. In this session, discover how AWS customers such as AllConnect and Nasdaq have leveraged an application performance management solution for insights that allow them to gain all the benefits of AWS environments and speed migration. Hear how they addressed “pre”, “pilot” and “post” phases in complete confidence, using KPIs that show the business impact of migration.
 
 Session sponsored by AppDynamics"	15899
		Session enrollment has not yet begun.<br /><br />Session Time Full	Wednesday, Nov 29, 2:30 PM	2:45 PM	Venetian, Level 1, Expo Hall Day 1 Theater	2101	0	11361	Okta & AWS: The Foundation of Modern Stack Apps	DEM15 -	"Almost all web applications require two things: a place to run and host your apps (AWS), and a place to store and authenticate your users (Okta). In this brief session, you learn how to avoid the pain of authenticating users into your AWS hosted web apps, mobile apps, and API services. Join Okta's Lead Advocate Randall Degges and learn about modern application best practices and patterns. You learn how to build reliable and secure web applications using AWS & Okta, and how to have a lot of fun doing it.
 
  
 
 Sessions sponsored by Okta, Inc."	15344
		Session enrollment has not yet begun.<br />	Tuesday, Nov 28, 2:30 PM	3:30 PM	Aria, Level 3, Juniper 4	2030	0	11337	The future of location services is here. Revolutionizing the user experience with machine learning and AI.	MCL335 -	"How do you create a frictionless travel experience, where merely by walking into the hotel you’re automatically checked in and hotel associates greet you by name? By combining sophisticated Machine Learning, Location/Motion Tracking, Event Streaming and Serverless architecture with AWS components run on Cloud, we’re able to create the foundation for this experience without significant time and capital investment. Accenture will demonstrate how to determine accurate location and motion by passively scanning Bluetooth signals, establish who and where you are, and deduce your intent by creating a network of information including profile, motion and activity. We are reinventing the hospitality experience, and are beginning to use the technology in industries as diverse as healthcare and mining. Join Accenture for a demo and architecture discussion focused on the power of combining architecture components to optimize the customer experience, speed to market, and operating cost. 
 
 
 Attendees will learn more about the considerations, risks and implications of the company’s cloud transformation program; see examples of reference architectures and implementation guides; and understand what contributed to the success of the program.The patterns presented will be broadly applicable to complex, global organizations with aspirations to make the journey to AWS cloud
 
 Session sponsored by Accenture"	15565
